,transaction_date,owner,ticker,type,amount,comment,senator,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper
5794,2016-12-07,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,12,7,1001,15000
5796,2016-12-27,Spouse,BA,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,2016,12,27,15001,50000
5797,2016-12-27,Spouse,FB,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,2016,12,27,1001,15000
5798,2016-12-15,Spouse,BAC,Purchase,"$1,001 - $15,000",R,Pat Roberts,2016,12,15,1001,15000
5799,2016-12-27,Spouse,CVX,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,2016,12,27,15001,50000
5800,2016-12-27,Spouse,NFLX,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,2016,12,27,15001,50000
5801,2016-12-15,Spouse,ZNGA,Sale (Partial),"$1,001 - $15,000",sep,Pat Roberts,2016,12,15,1001,15000
5802,2016-12-15,Spouse,AAPL,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2016,12,15,1001,15000
5803,2016-12-15,Spouse,TJX,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,2016,12,15,1001,15000
5805,2016-12-22,Self,USB,Sale (Full),"$15,001 - $50,000",--,John Hoeven,2016,12,22,15001,50000
5806,2016-12-22,Self,UNP,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,12,22,100001,250000
5807,2016-12-22,Self,VSAT,Sale (Full),"$15,001 - $50,000",--,John Hoeven,2016,12,22,15001,50000
5808,2016-12-22,Self,IBM,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,12,22,100001,250000
5809,2016-12-23,Self,WFC,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,12,23,100001,250000
5811,2016-12-16,Self,VLO,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,12,16,100001,250000
5812,2016-12-16,Self,CAT,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,12,16,100001,250000
5813,2016-12-16,Self,UA,Sale (Full),"$50,001 - $100,000",--,John Hoeven,2016,12,16,50001,100000
5814,2016-12-16,Self,UAA,Sale (Full),"$15,001 - $50,000",--,John Hoeven,2016,12,16,15001,50000
5815,2016-12-16,Self,CTL,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,12,16,100001,250000
5816,2016-12-19,Self,BX,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,12,19,100001,250000
5817,2016-12-19,Self,DEO,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,12,19,100001,250000
5818,2016-11-14,Spouse,JWN,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,2016,11,14,1001,15000
5819,2016-11-30,Self,CVS,Purchase,"$1,001 - $15,000",--,Gary C Peters,2016,11,30,1001,15000
5820,2016-12-14,Self,WETF,Sale (Full),"$1,001 - $15,000",--,John F Reed,2016,12,14,1001,15000
5821,2016-12-14,Self,DVMT,Sale (Full),"$1,001 - $15,000",--,John F Reed,2016,12,14,1001,15000
5822,2016-12-14,Self,AMG,Sale (Full),"$1,001 - $15,000",--,John F Reed,2016,12,14,1001,15000
5823,2016-12-14,Self,XSD,Purchase,"$1,001 - $15,000",--,John F Reed,2016,12,14,1001,15000
5824,2016-12-14,Self,INTC,Purchase,"$1,001 - $15,000",--,John F Reed,2016,12,14,1001,15000
5825,2016-12-14,Self,DHR,Purchase,"$1,001 - $15,000",--,John F Reed,2016,12,14,1001,15000
5826,2016-12-14,Joint,IAI,Sale (Full),"$1,001 - $15,000",--,John F Reed,2016,12,14,1001,15000
5827,2016-12-14,Joint,AMG,Sale (Full),"$1,001 - $15,000",--,John F Reed,2016,12,14,1001,15000
5828,2016-12-14,Joint,XSD,Purchase,"$1,001 - $15,000",--,John F Reed,2016,12,14,1001,15000
5829,2016-12-14,Joint,DHR,Purchase,"$1,001 - $15,000",--,John F Reed,2016,12,14,1001,15000
5831,2016-11-28,Child,GILD,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,28,1001,15000
5832,2016-11-28,Child,ORCL,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,28,1001,15000
5833,2016-11-28,Child,DIS,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,28,1001,15000
5834,2016-11-28,Spouse,GILD,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,28,1001,15000
5835,2016-11-28,Spouse,FB,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,28,1001,15000
5836,2016-11-28,Spouse,AMGN,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,28,1001,15000
5837,2016-11-15,Joint,GILD,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,15,1001,15000
5838,2016-11-15,Joint,MCK,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,15,1001,15000
5839,2016-11-15,Joint,GOOGL,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,15,1001,15000
5840,2016-11-15,Joint,ABT,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,15,1001,15000
5841,2016-11-15,Joint,BA,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,15,1001,15000
5842,2016-11-15,Joint,DIS,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,15,1001,15000
5843,2016-11-15,Self,SBUX,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,15,1001,15000
5844,2016-11-15,Self,UL,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,11,15,15001,50000
5845,2016-11-15,Self,JCI,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,15,1001,15000
5846,2016-11-28,Self,GILD,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,28,1001,15000
5847,2016-11-28,Self,ORCL,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,28,1001,15000
5848,2016-11-28,Self,DEO,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,11,28,1001,15000
5849,2016-11-23,Self,MDU,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,11,23,100001,250000
5850,2016-11-25,Self,PFE,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,11,25,50001,100000
5851,2016-11-23,Self,AMGN,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,11,23,50001,100000
5853,2016-12-01,Self,CERN,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,12,1,50001,100000
5854,2016-11-15,Self,CTSH,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,2016,11,15,15001,50000
5855,2016-12-02,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,12,2,1001,15000
5856,2016-12-02,Joint,BAC,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,12,2,1001,15000
5857,2016-12-02,Joint,VSM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,12,2,1001,15000
5858,2016-12-01,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,12,1,1001,15000
5859,2016-11-29,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,29,1001,15000
5860,2016-11-28,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,28,1001,15000
5861,2016-11-25,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,25,1001,15000
5862,2016-11-23,Joint,FOXA,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,23,1001,15000
5863,2016-11-18,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,18,1001,15000
5864,2016-11-18,Joint,WMB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,11,18,15001,50000
5865,2016-11-18,Joint,SE,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2016,11,18,15001,50000
5866,2016-11-18,Joint,SLB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,11,18,15001,50000
5867,2016-11-18,Joint,WMB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,11,18,15001,50000
5868,2016-11-18,Joint,SE,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2016,11,18,15001,50000
5869,2016-11-18,Joint,KHC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,18,1001,15000
5870,2016-11-18,Joint,EXR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,18,1001,15000
5871,2016-11-18,Joint,EXR,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,11,18,15001,50000
5872,2016-11-18,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,18,1001,15000
5873,2016-11-18,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,18,1001,15000
5874,2016-11-17,Joint,BAC,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,17,1001,15000
5875,2016-11-17,Joint,BAC,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,17,1001,15000
5876,2016-11-16,Joint,BAC,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,16,1001,15000
5877,2016-11-15,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,15,1001,15000
5878,2016-11-15,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,15,1001,15000
5879,2016-11-15,Joint,VSM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,15,1001,15000
5880,2016-11-15,Joint,CAB,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",2016,11,15,15001,50000
5881,2016-11-11,Joint,GEL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,11,1001,15000
5882,2016-11-11,Joint,WMB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,11,1001,15000
5883,2016-11-11,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,11,1001,15000
5884,2016-11-10,Joint,WMB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,10,1001,15000
5885,2016-11-10,Joint,WMB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,10,1001,15000
5886,2016-11-10,Joint,WMB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,10,1001,15000
5887,2016-11-10,Joint,DIS,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,11,10,15001,50000
5889,2016-11-10,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,10,1001,15000
5890,2016-11-09,Joint,DPM,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2016,11,9,15001,50000
5891,2016-11-08,Joint,BAX,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,8,1001,15000
5892,2016-11-08,Joint,WLK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,8,1001,15000
5893,2016-11-08,Joint,VSM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,8,1001,15000
5894,2016-11-07,Joint,SPY,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,7,1001,15000
5895,2016-11-07,Joint,SPY,Sale (Partial),"$50,001 - $100,000",--,"David A Perdue , Jr",2016,11,7,50001,100000
5896,2016-11-07,Joint,BAX,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,7,1001,15000
5897,2016-11-07,Joint,VIAB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,7,1001,15000
5898,2016-11-07,Joint,MOS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2016,11,7,100001,250000
5899,2016-11-07,Joint,VSM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,11,7,1001,15000
5905,2016-11-17,Spouse,RAI,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2016,11,17,1001,15000
5908,2016-11-14,Spouse,SCCO,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2016,11,14,1001,15000
5923,2016-11-08,Spouse,ASIX,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2016,11,8,1001,15000
5924,2016-11-14,Spouse,NOC,Purchase,"$1,001 - $15,000",r,Pat Roberts,2016,11,14,1001,15000
5925,2016-11-14,Spouse,COST,Purchase,"$15,001 - $50,000",r,Pat Roberts,2016,11,14,15001,50000
5926,2016-11-15,Spouse,HDS,Sale (Full),"$1,001 - $15,000",555,Pat Roberts,2016,11,15,1001,15000
5927,2016-11-22,Joint,PFS,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,2016,11,22,15001,50000
5928,2016-11-23,Joint,EEM,Sale (Full),"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5929,2016-11-23,Joint,TMO,Purchase,"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5930,2016-11-23,Joint,XSD,Purchase,"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5931,2016-11-23,Joint,ISRG,Purchase,"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5932,2016-11-23,Joint,WETF,Purchase,"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5933,2016-11-23,Joint,VWO,Purchase,"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5934,2016-11-23,Self,FEYE,Sale (Full),"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5935,2016-11-23,Self,XSD,Purchase,"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5936,2016-11-23,Self,HACK,Purchase,"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5937,2016-11-23,Self,ISRG,Purchase,"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5938,2016-11-23,Self,WETF,Purchase,"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5939,2016-11-23,Self,TMO,Purchase,"$1,001 - $15,000",--,John F Reed,2016,11,23,1001,15000
5941,2016-10-31,Spouse,CVX,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5942,2016-10-31,Spouse,QCOM,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5943,2016-10-31,Spouse,PX,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5944,2016-10-31,Spouse,NSC,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5945,2016-10-31,Spouse,JNJ,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5946,2016-10-31,Spouse,EV,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5947,2016-10-31,Spouse,VFC,Purchase,"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5948,2016-10-31,Spouse,PPG,Purchase,"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5949,2016-10-31,Spouse,LOW,Purchase,"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5950,2016-10-31,Spouse,GWW,Purchase,"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5951,2016-10-31,Spouse,CVS,Purchase,"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5952,2016-10-31,Spouse,AMGN,Purchase,"$1,001 - $15,000",--,William Cassidy,2016,10,31,1001,15000
5957,2016-10-19,Spouse,TEVA,Sale (Full),"$1,001 - $15,000",--,"Angus S King, Jr.",2016,10,19,1001,15000
5958,2016-10-19,Spouse,GE,Sale (Full),"$1,001 - $15,000",--,"Angus S King, Jr.",2016,10,19,1001,15000
5963,2016-10-17,Self,CVS,Purchase,"$1,001 - $15,000",--,Gary C Peters,2016,10,17,1001,15000
5964,2016-10-03,Child,ASIX,Exchange,"$1,001 - $15,000",ASIX shares received in exchange for HON shares.,Sheldon Whitehouse,2016,10,3,1001,15000
5965,2016-10-03,Joint,ASIX,Exchange,"$1,001 - $15,000",ASIX shares received in exchange for HON shares.,Sheldon Whitehouse,2016,10,3,1001,15000
5966,2016-10-03,Self,ASIX,Exchange,"$1,001 - $15,000",ASIX shares received in exchange for HON shares.,Sheldon Whitehouse,2016,10,3,1001,15000
5967,2016-10-26,Joint,HSBC,Sale (Full),"$1,001 - $15,000",Acquired as a result of a 9/21/16 inheritance.,Sheldon Whitehouse,2016,10,26,1001,15000
5968,2016-10-26,Child,HAS,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5969,2016-10-26,Child,DIS,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5970,2016-10-26,Spouse,BRK-B,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5971,2016-10-26,Spouse,JPM,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5972,2016-10-26,Spouse,IBM,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5973,2016-10-26,Self,BRK-B,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5974,2016-10-26,Joint,MCK,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5975,2016-10-26,Joint,MA,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5976,2016-10-26,Joint,CB,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5977,2016-10-26,Self,DEO,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5978,2016-10-26,Self,WFC,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5979,2016-10-26,Self,HAS,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5980,2016-10-26,Self,IBM,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,10,26,1001,15000
5981,2016-10-27,Joint,CAB,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,10,27,1001,15000
5982,2016-10-24,Joint,GLW,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,10,24,1001,15000
5983,2016-10-24,Joint,GLW,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,10,24,1001,15000
5984,2016-10-21,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,10,21,1001,15000
5985,2016-10-19,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,10,19,1001,15000
5986,2016-10-12,Joint,CAB,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,10,12,1001,15000
5987,2016-10-12,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,10,12,1001,15000
5988,2016-10-12,Joint,BAX,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,10,12,1001,15000
5989,2016-10-11,Joint,CAB,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2016,10,11,15001,50000
5992,2016-10-06,Joint,CAB,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2016,10,6,15001,50000
5993,2016-10-05,Joint,SPY,Purchase,"$50,001 - $100,000",--,"David A Perdue , Jr",2016,10,5,50001,100000
5994,2016-10-05,Joint,MOS,Sale (Full),"$50,001 - $100,000",--,"David A Perdue , Jr",2016,10,5,50001,100000
5995,2016-10-05,Joint,SPY,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,10,5,1001,15000
6000,2016-09-30,Self,DIS,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,9,30,50001,100000
6001,2016-09-13,Self,A,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,2016,9,13,50001,100000
6002,2016-09-13,Self,AGN,Purchase,"$15,001 - $50,000",--,James M Inhofe,2016,9,13,15001,50000
6003,2016-10-12,Self,CSX,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,2016,10,12,50001,100000
6005,2016-09-13,Joint,PEY,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,2016,9,13,15001,50000
6006,2016-09-20,Joint,BUNT,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,2016,9,20,1001,15000
6007,2016-10-06,Self,IYT,Purchase,"$1,001 - $15,000",--,John F Reed,2016,10,6,1001,15000
6012,2016-09-23,Spouse,WFC,Sale (Full),"$15,001 - $50,000",--,Susan M Collins,2016,9,23,15001,50000
6013,2016-09-23,Spouse,USB,Purchase,"$15,001 - $50,000",--,Susan M Collins,2016,9,23,15001,50000
6014,2016-09-06,Child,GILD,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,6,1001,15000
6015,2016-09-26,Child,MAR,Exchange,"$1,001 - $15,000",Shares received in exchange for Starwood Hotels (HOT) shares as a result of merger.,Sheldon Whitehouse,2016,9,26,1001,15000
6016,2016-09-28,Spouse,FB,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,28,1001,15000
6017,2016-09-06,Joint,NFLX,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,9,6,15001,50000
6018,2016-09-06,Joint,NSRGY,Sale (Partial),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,9,6,15001,50000
6020,2016-09-22,Joint,WEC,Sale (Full),"$1,001 - $15,000",Acquired as a result of a 9/21/16 inheritance.,Sheldon Whitehouse,2016,9,22,1001,15000
6021,2016-09-22,Joint,DIS,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,22,1001,15000
6022,2016-09-22,Joint,SO,Sale (Full),"$1,001 - $15,000",Acquired as a result of a 9/21/16 inheritance.,Sheldon Whitehouse,2016,9,22,1001,15000
6023,2016-09-28,Joint,EL,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,28,1001,15000
6024,2016-09-28,Joint,MCK,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,28,1001,15000
6025,2016-09-28,Joint,VOD,Sale (Full),"$1,001 - $15,000",Acquired as a result of a 9/21/16 inheritance.,Sheldon Whitehouse,2016,9,28,1001,15000
6026,2016-09-28,Joint,BA,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,28,1001,15000
6027,2016-09-28,Self,AXP,Sale (Partial),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,9,28,15001,50000
6028,2016-09-28,Self,WM,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,28,1001,15000
6029,2016-09-06,Self,GILD,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,6,1001,15000
6030,2016-09-06,Self,REGN,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,6,1001,15000
6031,2016-09-22,Joint,TMO,Purchase,"$1,001 - $15,000",--,John F Reed,2016,9,22,1001,15000
6032,2016-09-22,Joint,DHR,Purchase,"$1,001 - $15,000",--,John F Reed,2016,9,22,1001,15000
6033,2016-09-22,Self,TMO,Purchase,"$1,001 - $15,000",--,John F Reed,2016,9,22,1001,15000
6034,2016-09-22,Self,DHR,Purchase,"$1,001 - $15,000",--,John F Reed,2016,9,22,1001,15000
6036,2016-09-26,Spouse,MDT,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2016,9,26,1001,15000
6039,2016-09-23,Joint,PG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,23,1001,15000
6040,2016-09-28,Joint,WLK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,28,1001,15000
6041,2016-09-27,Joint,PG,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2016,9,27,15001,50000
6042,2016-09-21,Joint,EPD,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,21,1001,15000
6043,2016-09-21,Joint,ENB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,9,21,15001,50000
6044,2016-09-21,Joint,ENB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,21,1001,15000
6045,2016-09-15,Joint,ETP,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2016,9,15,15001,50000
6046,2016-09-13,Joint,GEL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,13,1001,15000
6047,2016-09-13,Joint,GEL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,13,1001,15000
6048,2016-09-13,Joint,GEL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,13,1001,15000
6049,2016-09-13,Joint,PAA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,9,13,15001,50000
6050,2016-09-13,Joint,WPZ,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,13,1001,15000
6051,2016-09-12,Joint,SBUX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,12,1001,15000
6052,2016-09-12,Joint,SE,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2016,9,12,15001,50000
6053,2016-09-07,Joint,WFM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,7,1001,15000
6054,2016-09-06,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,6,1001,15000
6055,2016-09-06,Joint,USG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,6,1001,15000
6056,2016-09-01,Joint,WPX,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,1,1001,15000
6057,2016-09-01,Joint,USG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,9,1,1001,15000
6059,2016-09-12,Self,TMO,Purchase,"$1,001 - $15,000",--,John F Reed,2016,9,12,1001,15000
6060,2016-09-12,Self,IYT,Purchase,"$1,001 - $15,000",--,John F Reed,2016,9,12,1001,15000
6061,2016-09-12,Self,DHR,Purchase,"$1,001 - $15,000",--,John F Reed,2016,9,12,1001,15000
6062,2016-09-12,Joint,TMO,Purchase,"$1,001 - $15,000",--,John F Reed,2016,9,12,1001,15000
6063,2016-09-12,Joint,DHR,Purchase,"$1,001 - $15,000",--,John F Reed,2016,9,12,1001,15000
6064,2016-09-02,Self,IYT,Purchase,"$1,001 - $15,000",--,John F Reed,2016,9,2,1001,15000
6067,2016-09-15,Self,AGN,Purchase,"$15,001 - $50,000",--,James M Inhofe,2016,9,15,15001,50000
6068,2016-08-12,Self,PRGO,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,2016,8,12,50001,100000
6070,2016-08-01,Spouse,TMK,Purchase,"$15,001 - $50,000",--,Susan M Collins,2016,8,1,15001,50000
6071,2016-08-01,Spouse,RHT,Purchase,"$15,001 - $50,000",--,Susan M Collins,2016,8,1,15001,50000
6072,2016-09-06,Joint,NFLX,Sale (Partial),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,9,6,15001,50000
6073,2016-09-06,Joint,NSRGY,Sale (Partial),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,9,6,15001,50000
