,last_name,first_name,middle_name,gender,type,party,state,district,senate_class,name
480,Holland,James,,M,rep,Republican,NC,11.0,,James Holland
481,Howard,Benjamin,,M,rep,Republican,KY,5.0,,Benjamin Howard
482,Hubbard,Jonathan,Hatch,M,rep,Federalist,VT,2.0,,Jonathan Hatch Hubbard
483,Jenkins,Robert,,M,rep,Federalist,PA,3.0,,Robert Jenkins
484,Jones,Walter,,M,rep,Republican,VA,8.0,,Walter Jones
485,Kenan,Thomas,,M,rep,Republican,NC,5.0,,Thomas Kenan
486,Knickerbocker,Herman,,M,rep,Federalist,NY,6.0,,Herman Knickerbocker
489,Livermore,Edward,St. Loe,M,rep,Federalist,MA,3.0,,Edward St. Loe Livermore
490,Love,John,,M,rep,Republican,VA,9.0,,John Love
491,Lyon,Matthew,,M,rep,Republican,KY,1.0,,Matthew Lyon
493,Marion,Robert,,M,rep,Republican,SC,1.0,,Robert Marion
494,Mathews,Vincent,,M,rep,Federalist,NY,14.0,,Vincent Mathews
495,McKinley,William,,M,rep,Republican,VA,1.0,,William McKinley
496,Miller,Pleasant,Moorman,M,rep,Republican,TN,2.0,,Pleasant Moorman Miller
497,Mumford,Gurdon,Saltonstall,M,rep,Republican,NY,2.0,,Gurdon Saltonstall Mumford
498,Nelson,Roger,,M,rep,Republican,MD,4.0,,Roger Nelson
499,Nicholas,Wilson,Cary,M,rep,Republican,VA,21.0,,Wilson Cary Nicholas
500,Nicholson,John,,M,rep,Republican,NY,10.0,,John Nicholson
501,Pickman,Benjamin,,M,rep,Federalist,MA,2.0,,Benjamin Pickman
502,Porter,John,,M,rep,Republican,PA,1.0,,John Porter
503,Poydras,Julien,de Lallande,M,rep,,OL,-1.0,,Julien de Lallande Poydras
504,Richards,Matthias,,M,rep,Republican,PA,3.0,,Matthias Richards
506,Say,Benjamin,,M,rep,Republican,PA,1.0,,Benjamin Say
507,Scudder,John,Anderson,M,rep,Republican,NJ,-1.0,,John Anderson Scudder
508,Smelt,Dennis,,M,rep,Republican,GA,0.0,,Dennis Smelt
509,Smith,Samuel,,M,rep,Republican,PA,11.0,,Samuel Smith
510,Stanly,John,,M,rep,Federalist,NC,4.0,,John Stanly
511,Stedman,William,,M,rep,Federalist,MA,11.0,,William Stedman
512,Swoope,Jacob,,M,rep,Federalist,VA,4.0,,Jacob Swoope
513,Thompson,John,,M,rep,Republican,NY,8.0,,John Thompson
514,Upham,Jabez,,M,rep,Federalist,MA,10.0,,Jabez Upham
515,Van Horne,Archibald,,M,rep,Republican,MD,2.0,,Archibald Van Horne
516,Van Rensselaer,Killian,Killian,M,rep,Federalist,NY,7.0,,Killian Killian Van Rensselaer
517,Weakley,Robert,,M,rep,Republican,TN,3.0,,Robert Weakley
519,Wilson,James,,M,rep,Federalist,NH,-1.0,,James Wilson
520,Witherspoon,Robert,,M,rep,Republican,SC,3.0,,Robert Witherspoon
524,Bacon,Ezekiel,,M,rep,Republican,MA,12.0,,Ezekiel Bacon
525,Baker,John,,M,rep,Federalist,VA,2.0,,John Baker
526,Bartlett,Josiah,,M,rep,Republican,NH,-1.0,,Josiah Bartlett
528,Blackledge,William,,M,rep,Republican,NC,4.0,,William Blackledge
529,Bleecker,Harmanus,,M,rep,Federalist,NY,7.0,,Harmanus Bleecker
530,Blount,Thomas,,M,rep,Republican,NC,3.0,,Thomas Blount
531,Boyd,Adam,,M,rep,Republican,NJ,-1.0,,Adam Boyd
532,Butler,William,,M,rep,Republican,SC,2.0,,William Butler
533,Carr,Francis,,M,rep,Republican,MA,17.0,,Francis Carr
534,Chittenden,Martin,,M,rep,Federalist,VT,4.0,,Martin Chittenden
535,Cobb,Howell,,M,rep,Republican,GA,-1.0,,Howell Cobb
536,Cochran,James,,M,rep,Republican,NC,9.0,,James Cochran
537,Cooke,Thomas,Burrage,M,rep,Republican,NY,5.0,,Thomas Burrage Cooke
539,Cutts,Richard,,M,rep,Republican,MA,14.0,,Richard Cutts
540,Dinsmoor,Samuel,,M,rep,Republican,NH,-1.0,,Samuel Dinsmoor
541,Emott,James,,M,rep,Federalist,NY,4.0,,James Emott
542,Fitch,Asa,,M,rep,Federalist,NY,6.0,,Asa Fitch
543,Gannett,Barzillai,,M,rep,Republican,MA,-1.0,,Barzillai Gannett
546,Gray,Edwin,,M,rep,Republican,VA,19.0,,Edwin Gray
547,Green,Isaiah,Lewis,M,rep,Republican,MA,8.0,,Isaiah Lewis Green
548,Hall,Obed,,M,rep,Republican,NH,-1.0,,Obed Hall
549,Harper,John,Adams,M,rep,Republican,NH,-1.0,,John Adams Harper
551,Key,Philip,Barton,M,rep,Federalist,MD,3.0,,Philip Barton Key
552,Lefever,Joseph,,M,rep,Republican,PA,3.0,,Joseph Lefever
553,Livingston,Robert,Le Roy,M,rep,Federalist,NY,6.0,,Robert Le Roy Livingston
554,Maxwell,George,Clifford,M,rep,Republican,NJ,-1.0,,George Clifford Maxwell
555,McBryde,Archibald,,M,rep,Federalist,NC,7.0,,Archibald McBryde
556,Metcalf,Arunah,,M,rep,Republican,NY,12.0,,Arunah Metcalf
557,Milnor,James,,M,rep,Federalist,PA,1.0,,James Milnor
558,Mitchill,Samuel,Latham,M,rep,Republican,NY,2.0,,Samuel Latham Mitchill
559,Montgomery,John,,M,rep,Republican,MD,-1.0,,John Montgomery
560,Morgan,James,,M,rep,Republican,NJ,-1.0,,James Morgan
561,Newbold,Thomas,,M,rep,Republican,NJ,-1.0,,Thomas Newbold
562,Paulding,William,,M,rep,Republican,NY,2.0,,William Paulding
563,Pond,Benjamin,,M,rep,Republican,NY,8.0,,Benjamin Pond
564,Quincy,Josiah,,M,rep,Federalist,MA,1.0,,Josiah Quincy
565,Rodman,William,,M,rep,Republican,PA,2.0,,William Rodman
566,Sammons,Thomas,,M,rep,Republican,NY,9.0,,Thomas Sammons
567,Seaver,Ebenezer,,M,rep,Republican,MA,13.0,,Ebenezer Seaver
568,Shaw,Samuel,,M,rep,Republican,VT,1.0,,Samuel Shaw
569,Smilie,John,,M,rep,Republican,PA,9.0,,John Smilie
570,Smith,George,,M,rep,Republican,PA,5.0,,George Smith
571,Stow,Silas,,M,rep,Republican,NY,10.0,,Silas Stow
572,Sullivan,George,,M,rep,Federalist,NH,-1.0,,George Sullivan
573,Tallman,Peleg,,M,rep,Republican,MA,16.0,,Peleg Tallman
574,Tracy,Uri,,M,rep,Republican,NY,13.0,,Uri Tracy
575,Turner,Charles,,M,rep,Republican,MA,7.0,,Charles Turner
577,Van Cortlandt,Pierre,,M,rep,Republican,NY,3.0,,Pierre Van Cortlandt
579,White,Leonard,,M,rep,Federalist,MA,3.0,,Leonard White
580,Widgery,William,,M,rep,Republican,MA,15.0,,William Widgery
581,Williams,David,Rogerson,M,rep,Republican,SC,3.0,,David Rogerson Williams
582,Wilson,Thomas,,M,rep,Federalist,VA,1.0,,Thomas Wilson
583,Winn,Richard,,M,rep,Republican,SC,5.0,,Richard Winn
587,Barnett,William,,M,rep,Republican,GA,-1.0,,William Barnett
588,Bayly,Thomas,Monteagle,M,rep,Federalist,VA,13.0,,Thomas Monteagle Bayly
589,Beall,Reasin,,M,rep,Republican,OH,6.0,,Reasin Beall
590,Benson,Egbert,,M,rep,Federalist,NY,2.0,,Egbert Benson
592,Bigelow,Abijah,,M,rep,Federalist,MA,11.0,,Abijah Bigelow
593,Bines,Thomas,,M,rep,Republican,NJ,3.0,,Thomas Bines
595,Bond,Shadrack,,M,rep,,IL,-1.0,,Shadrack Bond
596,Bowen,John,Henry,M,rep,Republican,TN,4.0,,John Henry Bowen
597,Bowers,John,Myer,M,rep,Federalist,NY,15.0,,John Myer Bowers
598,Boyd,Alexander,,M,rep,Federalist,NY,13.0,,Alexander Boyd
599,Brown,Robert,,M,rep,Republican,PA,6.0,,Robert Brown
601,Butler,Ezra,,M,rep,Republican,VT,0.0,,Ezra Butler
602,Caperton,Hugh,,M,rep,Federalist,VA,7.0,,Hugh Caperton
603,Cheves,Langdon,,M,rep,Republican,SC,1.0,,Langdon Cheves
604,Conard,John,,M,rep,Republican,PA,1.0,,John Conard
605,Coxe,William,,M,rep,Federalist,NJ,3.0,,William Coxe
606,Crouch,Edward,,M,rep,Republican,PA,3.0,,Edward Crouch
608,Dana,Samuel,,M,rep,Republican,MA,4.0,,Samuel Dana
609,Davis,Roger,,M,rep,Republican,PA,2.0,,Roger Davis
610,Davis,Samuel,,M,rep,Federalist,MA,16.0,,Samuel Davis
611,Dawson,John,,M,rep,Republican,VA,11.0,,John Dawson
612,Denoyelles,Peter,,M,rep,Republican,NY,3.0,,Peter Denoyelles
613,Dewey,Daniel,,M,rep,Federalist,MA,12.0,,Daniel Dewey
614,Duval,William,Pope,M,rep,Republican,KY,10.0,,William Pope Duval
615,Ely,William,,M,rep,Federalist,MA,5.0,,William Ely
616,Evans,David,Reid,M,rep,Republican,SC,5.0,,David Reid Evans
617,Farrow,Samuel,,M,rep,Republican,SC,8.0,,Samuel Farrow
618,Forney,Peter,,M,rep,Republican,NC,11.0,,Peter Forney
619,Franklin,Meshack,,M,rep,Republican,NC,13.0,,Meshack Franklin
621,Geddes,James,,M,rep,Federalist,NY,19.0,,James Geddes
622,Gloninger,John,,M,rep,Federalist,PA,3.0,,John Gloninger
623,Gourdin,Theodore,,M,rep,Republican,SC,3.0,,Theodore Gourdin
624,Harris,Thomas,K.,M,rep,Republican,TN,3.0,,Thomas K. Harris
625,Hasbrouck,Abraham,Joseph,M,rep,Republican,NY,7.0,,Abraham Joseph Hasbrouck
626,Hawkins,Joseph,H.,M,rep,Republican,KY,2.0,,Joseph H. Hawkins
627,Hempstead,Edward,,M,rep,,MO,-1.0,,Edward Hempstead
628,Henderson,Samuel,,M,rep,Federalist,PA,2.0,,Samuel Henderson
629,Hopkins,Samuel,,M,rep,Republican,KY,5.0,,Samuel Hopkins
630,Hopkins,Samuel,Miles,M,rep,Federalist,NY,21.0,,Samuel Miles Hopkins
631,Howell,Nathaniel,Woodhull,M,rep,Federalist,NY,21.0,,Nathaniel Woodhull Howell
632,Hubbard,Levi,,M,rep,Republican,MA,20.0,,Levi Hubbard
633,Hufty,Jacob,,M,rep,Federalist,NJ,3.0,,Jacob Hufty
634,Humphreys,Parry,Wayne,M,rep,Republican,TN,6.0,,Parry Wayne Humphreys
635,Hyneman,John,M.,M,rep,Republican,PA,7.0,,John M. Hyneman
636,Jackson,Richard,,M,rep,Federalist,RI,-1.0,,Richard Jackson
637,Kennedy,William,,M,rep,Republican,NC,3.0,,William Kennedy
638,Kershaw,John,,M,rep,Republican,SC,9.0,,John Kershaw
640,Lefferts,John,,M,rep,Republican,NY,1.0,,John Lefferts
641,Markell,Jacob,,M,rep,Federalist,NY,14.0,,Jacob Markell
643,McKim,Alexander,,M,rep,Republican,MD,5.0,,Alexander McKim
644,Miller,Morris,Smith,M,rep,Federalist,NY,16.0,,Morris Smith Miller
645,Pearson,Joseph,,M,rep,Federalist,NC,10.0,,Joseph Pearson
646,Post,Jotham,,M,rep,Federalist,NY,2.0,,Jotham Post
647,Potter,Elisha,Reynolds,M,rep,Federalist,RI,-1.0,,Elisha Reynolds Potter
648,Rea,John,,M,rep,Republican,PA,5.0,,John Rea
649,Reed,William,,M,rep,Federalist,MA,2.0,,William Reed
650,Richardson,William,Merchant,M,rep,Republican,MA,4.0,,William Merchant Richardson
651,Schureman,James,,M,rep,Federalist,NJ,2.0,,James Schureman
652,Sherwood,Samuel,,M,rep,Federalist,NY,8.0,,Samuel Sherwood
653,Shipherd,Zebulon,Rudd,M,rep,Federalist,NY,12.0,,Zebulon Rudd Shipherd
654,Skinner,Richard,,M,rep,Republican,VT,0.0,,Richard Skinner
655,Slaymaker,Amos,,M,rep,Federalist,PA,3.0,,Amos Slaymaker
656,Smith,Isaac,,M,rep,Republican,PA,10.0,,Isaac Smith
657,Smith,John,,M,rep,Republican,VA,3.0,,John Smith
658,Smith,Samuel,,M,rep,Federalist,NH,-1.0,,Samuel Smith
659,Stockton,Richard,,M,rep,Federalist,NJ,2.0,,Richard Stockton
662,Tannehill,Adamson,,M,rep,Republican,PA,14.0,,Adamson Tannehill
663,Thompson,Joel,,M,rep,Federalist,NY,15.0,,Joel Thompson
665,White,Francis,,M,rep,Federalist,VA,2.0,,Francis White
666,Whitehill,James,,M,rep,Republican,PA,3.0,,James Whitehill
667,Whitehill,Robert,,M,rep,Republican,PA,-1.0,,Robert Whitehill
668,Winter,Elisha,I.,M,rep,Federalist,NY,12.0,,Elisha I. Winter
669,Wood,Abiel,,M,rep,Republican,MA,17.0,,Abiel Wood
677,Adgate,Asa,,M,rep,Republican,NY,12.0,,Asa Adgate
678,Alexander,John,,M,rep,Republican,OH,2.0,,John Alexander
679,Atherton,Charles,Humphrey,M,rep,Federalist,NH,-1.0,,Charles Humphrey Atherton
680,Avery,Daniel,,M,rep,Republican,NY,20.0,,Daniel Avery
681,Baer,George,,M,rep,Federalist,MD,4.0,,George Baer
682,Baker,Ezra,,M,rep,Republican,NJ,-1.0,,Ezra Baker
683,Bard,David,,M,rep,Republican,PA,-1.0,,David Bard
684,Betts,Samuel,Rossiter,M,rep,Republican,NY,7.0,,Samuel Rossiter Betts
685,Birdsall,James,,M,rep,Republican,NY,15.0,,James Birdsall
686,Bradbury,George,,M,rep,Federalist,MA,15.0,,George Bradbury
687,Breckinridge,James,,M,rep,Federalist,VA,5.0,,James Breckinridge
688,Brigham,Elijah,,M,rep,Federalist,MA,11.0,,Elijah Brigham
689,Brooks,Micah,,M,rep,Republican,NY,21.0,,Micah Brooks
690,Brown,Benjamin,,M,rep,Federalist,MA,16.0,,Benjamin Brown
691,Burnside,Thomas,,M,rep,Republican,PA,9.0,,Thomas Burnside
692,Cady,Daniel,,M,rep,Federalist,NY,14.0,,Daniel Cady
693,Caldwell,James,,M,rep,Republican,OH,4.0,,James Caldwell
695,Carr,James,,M,rep,Federalist,MA,17.0,,James Carr
696,Champion,Epaphroditus,,M,rep,Federalist,CT,-1.0,,Epaphroditus Champion
697,Chappell,John,Joel,M,rep,Republican,SC,4.0,,John Joel Chappell
698,Chipman,Daniel,,M,rep,Federalist,VT,0.0,,Daniel Chipman
699,Cilley,Bradbury,,M,rep,Federalist,NH,-1.0,,Bradbury Cilley
700,Clark,James,West,M,rep,Republican,NC,3.0,,James West Clark
701,Clarke,Archibald,Smith,M,rep,Republican,NY,21.0,,Archibald Smith Clarke
702,Clay,Matthew,,M,rep,Republican,VA,-1.0,,Matthew Clay
703,Clendenin,David,,M,rep,Republican,OH,6.0,,David Clendenin
704,Clopton,John,,M,rep,Republican,VA,23.0,,John Clopton
705,Conner,Samuel,Shepard,M,rep,Republican,MA,19.0,,Samuel Shepard Conner
706,Cooper,Thomas,,M,rep,Federalist,DE,0.0,,Thomas Cooper
707,Crawford,William,,M,rep,Republican,PA,5.0,,William Crawford
708,Crocheron,Henry,,M,rep,Republican,NY,1.0,,Henry Crocheron
710,Davenport,John,,M,rep,Federalist,CT,-1.0,,John Davenport
711,Dickens,Samuel,,M,rep,Republican,NC,8.0,,Samuel Dickens
712,Easton,Rufus,,M,rep,,MO,-1.0,,Rufus Easton
713,Findley,William,,M,rep,Republican,PA,11.0,,William Findley
714,Fisk,Jonathan,,M,rep,Republican,NY,-1.0,,Jonathan Fisk
715,Fletcher,Thomas,,M,rep,Republican,KY,1.0,,Thomas Fletcher
716,Gaston,William,,M,rep,Federalist,NC,4.0,,William Gaston
717,Gholson,Thomas,,M,rep,Republican,VA,18.0,,Thomas Gholson
718,Glasgow,Hugh,,M,rep,Republican,PA,4.0,,Hugh Glasgow
719,Gold,Thomas,Ruggles,M,rep,Federalist,NY,16.0,,Thomas Ruggles Gold
720,Goldsborough,Charles,,M,rep,Federalist,MD,8.0,,Charles Goldsborough
722,Griffin,Isaac,,M,rep,Republican,PA,13.0,,Isaac Griffin
723,Grosvenor,Thomas,Peabody,M,rep,Federalist,NY,5.0,,Thomas Peabody Grosvenor
724,Hahn,John,,M,rep,Republican,PA,2.0,,John Hahn
725,Hale,William,,M,rep,Federalist,NH,-1.0,,William Hale
726,Hall,Bolling,,M,rep,Republican,GA,-1.0,,Bolling Hall
727,Hammond,Jabez,Delno,M,rep,Republican,NY,15.0,,Jabez Delno Hammond
728,Hawes,Aylett,,M,rep,Republican,VA,10.0,,Aylett Hawes
729,Henderson,Bennett,H.,M,rep,Republican,TN,4.0,,Bennett H. Henderson
731,Huger,Benjamin,,M,rep,Federalist,SC,3.0,,Benjamin Huger
732,Hulbert,John,Whitefield,M,rep,Federalist,MA,7.0,,John Whitefield Hulbert
733,Hungerford,John,Pratt,M,rep,Republican,VA,9.0,,John Pratt Hungerford
735,Irwin,Jared,,M,rep,Republican,PA,10.0,,Jared Irwin
736,Jackson,John,George,M,rep,Republican,VA,1.0,,John George Jackson
737,Jewett,Luther,,M,rep,Federalist,VT,0.0,,Luther Jewett
738,Kent,Moss,,M,rep,Federalist,NY,18.0,,Moss Kent
739,Kerr,John,,M,rep,Republican,VA,15.0,,John Kerr
740,Kilbourne,James,,M,rep,Republican,OH,5.0,,James Kilbourne
741,King,Cyrus,,M,rep,Federalist,MA,14.0,,Cyrus King
742,Langdon,Chauncey,,M,rep,Federalist,VT,0.0,,Chauncey Langdon
743,Lattimore,William,,M,rep,,MS,-1.0,,William Lattimore
744,Law,Lyman,,M,rep,Federalist,CT,-1.0,,Lyman Law
745,Lewis,Joseph,,M,rep,Federalist,VA,8.0,,Joseph Lewis
746,Love,William,Carter,M,rep,Republican,NC,10.0,,William Carter Love
747,Lovett,John,,M,rep,Federalist,NY,9.0,,John Lovett
748,Lyle,Aaron,,M,rep,Republican,PA,12.0,,Aaron Lyle
749,Lyon,Asa,,M,rep,Federalist,VT,0.0,,Asa Lyon
750,Marsh,Charles,,M,rep,Federalist,VT,0.0,,Charles Marsh
751,Mayrant,William,,M,rep,Republican,SC,9.0,,William Mayrant
752,McKee,Samuel,,M,rep,Republican,KY,7.0,,Samuel McKee
753,McLean,John,,M,rep,Republican,OH,1.0,,John McLean
754,Moffitt,Hosea,,M,rep,Federalist,NY,10.0,,Hosea Moffitt
755,Moore,Nicholas,Ruxton,M,rep,Republican,MD,-1.0,,Nicholas Ruxton Moore
756,Moore,Thomas,,M,rep,Republican,SC,8.0,,Thomas Moore
757,Murfree,William,Hardy,M,rep,Republican,NC,1.0,,William Hardy Murfree
758,Noyes,John,,M,rep,Federalist,VT,0.0,,John Noyes
759,Ormsby,Stephen,,M,rep,Republican,KY,8.0,,Stephen Ormsby
760,Pickering,Timothy,,M,rep,Federalist,MA,2.0,,Timothy Pickering
761,Piper,William,,M,rep,Republican,PA,8.0,,William Piper
762,Porter,Peter,Buell,M,rep,Republican,NY,21.0,,Peter Buell Porter
763,Powell,Samuel,,M,rep,Republican,TN,1.0,,Samuel Powell
764,Schenck,Abraham,Henry,M,rep,Republican,NY,4.0,,Abraham Henry Schenck
765,Sevier,John,,M,rep,Republican,TN,-1.0,,John Sevier
766,Sharp,Solomon,P.,M,rep,Republican,KY,6.0,,Solomon P. Sharp
767,Sheffey,Daniel,,M,rep,Federalist,VA,6.0,,Daniel Sheffey
768,Smith,Thomas,,M,rep,Federalist,PA,1.0,,Thomas Smith
769,Smith,William,Stephens,M,rep,Federalist,NY,-1.0,,William Stephens Smith
770,Stanford,Richard,,M,rep,Republican,NC,8.0,,Richard Stanford
771,Stearns,Asahel,,M,rep,Federalist,MA,4.0,,Asahel Stearns
772,Stephenson,Benjamin,,M,rep,,IL,-1.0,,Benjamin Stephenson
773,Sturges,Lewis,Burr,M,rep,Federalist,CT,-1.0,,Lewis Burr Sturges
774,Taggart,Samuel,,M,rep,Federalist,MA,6.0,,Samuel Taggart
775,Tallmadge,Benjamin,,M,rep,Federalist,CT,-1.0,,Benjamin Tallmadge
776,Tate,Magnus,,M,rep,Federalist,VA,2.0,,Magnus Tate
777,Taul,Micah,,M,rep,Republican,KY,9.0,,Micah Taul
778,Taylor,John,,M,rep,Republican,SC,7.0,,John Taylor
779,Telfair,Thomas,,M,rep,Republican,GA,-1.0,,Thomas Telfair
780,Thomas,Isaac,,M,rep,Republican,TN,3.0,,Isaac Thomas
781,Throop,Enos,Thompson,M,rep,Republican,NY,20.0,,Enos Thompson Throop
783,Vose,Roger,,M,rep,Federalist,NH,-1.0,,Roger Vose
784,Ward,Artemas,,M,rep,Federalist,MA,1.0,,Artemas Ward
785,Ward,Jonathan,,M,rep,Republican,NY,3.0,,Jonathan Ward
786,Ward,Thomas,,M,rep,Republican,NJ,-1.0,,Thomas Ward
787,Wheaton,Laban,,M,rep,Federalist,MA,10.0,,Laban Wheaton
788,Wilcox,Jeduthun,,M,rep,Federalist,NH,-1.0,,Jeduthun Wilcox
789,Williams,Jonathan,,M,rep,,PA,-1.0,,Jonathan Williams
790,Willoughby,Westel,,M,rep,Republican,NY,17.0,,Westel Willoughby
792,Wilson,Thomas,,M,rep,Republican,PA,15.0,,Thomas Wilson
793,Woods,John,,M,rep,Federalist,PA,14.0,,John Woods
794,Woodward,William,,M,rep,Republican,SC,5.0,,William Woodward
795,Yancey,Bartlett,,M,rep,Republican,NC,9.0,,Bartlett Yancey
796,Yates,John,Barentse,M,rep,Republican,NY,13.0,,John Barentse Yates
804,Allen,Heman,,M,rep,Republican,VT,0.0,,Heman Allen
805,Anderson,William,,M,rep,Republican,PA,1.0,,William Anderson
806,Austin,Archibald,,M,rep,Republican,VA,16.0,,Archibald Austin
807,Bellinger,Joseph,,M,rep,Republican,SC,4.0,,Joseph Bellinger
808,Bennet,Benjamin,,M,rep,Republican,NJ,-1.0,,Benjamin Bennet
809,Blount,William,Grainger,M,rep,Republican,TN,2.0,,William Grainger Blount
810,Boss,John,Linscom,M,rep,Federalist,RI,-1.0,,John Linscom Boss
811,Bryan,Joseph,Hunter,M,rep,Republican,NC,2.0,,Joseph Hunter Bryan
813,Claiborne,Thomas,,M,rep,Republican,TN,5.0,,Thomas Claiborne
815,Colston,Edward,,M,rep,Federalist,VA,2.0,,Edward Colston
816,Comstock,Oliver,Cromwell,M,rep,Republican,NY,20.0,,Oliver Cromwell Comstock
817,Cook,Zadock,,M,rep,Republican,GA,-1.0,,Zadock Cook
818,Cruger,Daniel,,M,rep,Republican,NY,20.0,,Daniel Cruger
819,Cushman,John,Paine,M,rep,Federalist,NY,10.0,,John Paine Cushman
820,Darlington,Isaac,,M,rep,Federalist,PA,2.0,,Isaac Darlington
821,Desha,Joseph,,M,rep,Republican,KY,4.0,,Joseph Desha
822,Drake,John,Reuben,M,rep,Republican,NY,15.0,,John Reuben Drake
823,Ellicott,Benjamin,,M,rep,Republican,NY,21.0,,Benjamin Ellicott
826,Forney,Daniel,Munroe,M,rep,Republican,NC,11.0,,Daniel Munroe Forney
827,Gage,Joshua,,M,rep,Republican,MA,19.0,,Joshua Gage
828,Gilbert,Sylvester,,M,rep,Republican,CT,-1.0,,Sylvester Gilbert
829,Goodwyn,Peterson,,M,rep,Republican,VA,19.0,,Peterson Goodwyn
830,Hale,Salma,,M,rep,Republican,NH,-1.0,,Salma Hale
831,Hasbrouck,Josiah,,M,rep,Republican,NY,7.0,,Josiah Hasbrouck
832,Herbert,John,Carlyle,M,rep,Federalist,MD,2.0,,John Carlyle Herbert
833,Hitchcock,Peter,,M,rep,Republican,OH,6.0,,Peter Hitchcock
834,Hogg,Samuel,,M,rep,Republican,TN,4.0,,Samuel Hogg
835,Holmes,Uriel,,M,rep,Federalist,CT,-1.0,,Uriel Holmes
836,Hopkinson,Joseph,,M,rep,Federalist,PA,1.0,,Joseph Hopkinson
837,Hunter,William,,M,rep,Republican,VT,0.0,,William Hunter
838,Huntington,Ebenezer,,M,rep,Federalist,CT,-1.0,,Ebenezer Huntington
839,Irving,William,,M,rep,Republican,NY,2.0,,William Irving
840,Kirtland,Dorrance,,M,rep,Republican,NY,8.0,,Dorrance Kirtland
841,Lawyer,Thomas,,M,rep,Republican,NY,13.0,,Thomas Lawyer
843,Lewis,William,J.,M,rep,Republican,VA,15.0,,William J. Lewis
844,Maclay,William,,M,rep,Republican,PA,5.0,,William Maclay
845,Marr,George,Washington Lent,M,rep,Republican,TN,6.0,,George Washington Lent Marr
846,Mason,James,Brown,M,rep,Federalist,RI,-1.0,,James Brown Mason
847,Middleton,Henry,,M,rep,Republican,SC,1.0,,Henry Middleton
849,Mumford,George,,M,rep,Republican,NC,10.0,,George Mumford
850,Nelson,Thomas,Maduit,M,rep,Republican,VA,18.0,,Thomas Maduit Nelson
851,Nesbitt,Wilson,,M,rep,Republican,SC,8.0,,Wilson Nesbitt
852,Ogden,David,A.,M,rep,Federalist,NY,18.0,,David A. Ogden
853,Ogle,Alexander,,M,rep,Republican,PA,8.0,,Alexander Ogle
854,Orr,Benjamin,,M,rep,Federalist,MA,16.0,,Benjamin Orr
856,Owen,James,,M,rep,Republican,NC,5.0,,James Owen
857,Pawling,Levi,,M,rep,Federalist,PA,2.0,,Levi Pawling
858,Pegram,John,,M,rep,Republican,VA,19.0,,John Pegram
859,Pitkin,Timothy,,M,rep,Federalist,CT,-1.0,,Timothy Pitkin
860,Pope,Nathaniel,,M,rep,,IL,-1.0,,Nathaniel Pope
861,Porter,James,,M,rep,Republican,NY,19.0,,James Porter
862,Rice,Thomas,,M,rep,Federalist,MA,18.0,,Thomas Rice
863,Robertson,Thomas,Bolling,M,rep,Republican,LA,1.0,,Thomas Bolling Robertson
864,Ross,John,,M,rep,Republican,PA,6.0,,John Ross
865,Ruggles,Nathaniel,,M,rep,Federalist,MA,13.0,,Nathaniel Ruggles
866,Savage,John,,M,rep,Republican,NY,12.0,,John Savage
867,Schuyler,Philip,Jeremiah,M,rep,Federalist,NY,5.0,,Philip Jeremiah Schuyler
868,Scudder,Tredwell,,M,rep,Republican,NY,1.0,,Tredwell Scudder
869,Seybert,Adam,,M,rep,Republican,PA,1.0,,Adam Seybert
870,Sherwood,Samuel,Burr,M,rep,Federalist,CT,-1.0,,Samuel Burr Sherwood
871,Spangler,Jacob,,M,rep,Republican,PA,4.0,,Jacob Spangler
872,Speed,Thomas,,M,rep,Republican,KY,10.0,,Thomas Speed
873,Spencer,John,Canfield,M,rep,Republican,NY,21.0,,John Canfield Spencer
874,Stewart,James,,M,rep,Federalist,NC,7.0,,James Stewart
876,Strong,Solomon,,M,rep,Federalist,MA,12.0,,Solomon Strong
877,Stuart,Philip,,M,rep,Federalist,MD,1.0,,Philip Stuart
878,Tallmadge,James,,M,rep,Republican,NY,4.0,,James Tallmadge
879,Terry,Nathaniel,,M,rep,Federalist,CT,-1.0,,Nathaniel Terry
880,Townsend,George,,M,rep,Republican,NY,1.0,,George Townsend
881,Tucker,Henry,St. George,M,rep,Republican,VA,3.0,,Henry St. George Tucker
882,Westerlo,Rensselaer,,M,rep,Federalist,NY,9.0,,Rensselaer Westerlo
883,Whiteside,John,,M,rep,Republican,PA,3.0,,John Whiteside
884,Wilkin,James,Whitney,M,rep,Republican,NY,6.0,,James Whitney Wilkin
886,Williams,Thomas,Scott,M,rep,Federalist,CT,-1.0,,Thomas Scott Williams
887,Wilson,John,,M,rep,Federalist,MA,17.0,,John Wilson
888,Wilson,William,,M,rep,Republican,PA,10.0,,William Wilson
892,Adams,Benjamin,,M,rep,Federalist,MA,11.0,,Benjamin Adams
893,Allen,Nathaniel,,M,rep,Republican,NY,21.0,,Nathaniel Allen
894,Anderson,Richard,Clough,M,rep,Republican,KY,8.0,,Richard Clough Anderson
895,Archer,Stevenson,,M,rep,Republican,MD,6.0,,Stevenson Archer
896,Baker,Caleb,,M,rep,Republican,NY,20.0,,Caleb Baker
897,Bloomfield,Joseph,,M,rep,Republican,NJ,-1.0,,Joseph Bloomfield
898,Boden,Andrew,,M,rep,Republican,PA,5.0,,Andrew Boden
